0, 0, 496, 124, 165, 248, 70, 124, 99, 179, 227, 330, 193, 682, 302, 326, 745, 326, 334, 886, 389, 516, 515, 571, 579, 595, 603, 725, 992, 1195, 1203, 1190, 834, 1316, 1418, 1315, 1388, 1303, 1409, 1384, 1384, 1496, 1418, 1398, 1546, 1578, 1507, 2081, 2021, 1612, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 249, 0, 496, 0, 0, 0, 165, 124, 130, 469, 75, 156, 83, 535, 220, 295, 318, 330, 582, 159, 227, 86, 199, 631, 330, 236, 197, 697, 662, 240, 323, 408, 739, 422, 780, 723, 417, 418, 499, 498, 764, 803, 509, 786, 512, 858, 506, 872, 0, 
0, 0, 0, 0, 497, 470, 495, 504, 523, 990, 1050, 1486, 1492, 1955, 2009, 2482, 2508, 2951, 3005, 3493, 3968, 3993, 4489, 4990, 5951, 6197, 6448, 6970, 7439, 7929, 8460, 9426, 9915, 10418, 10926, 11434, 12375, 12924, 13886, 14383, 15004, 15873, 16367, 17386, 17882, 18874, 19839, 20366, 21329, 22319, 0, 
0, 87, 292, 384, 516, 658, 843, 1527, 1728, 2132, 2953, 3322, 4208, 4605, 5141, 6009, 6648, 7622, 8796, 9352, 10422, 11633, 12462, 13626, 14759, 16182, 17564, 18832, 20387, 21803, 23258, 24690, 26341, 27831, 29872, 31453, 33189, 34494, 36481, 38426, 39703, 41455, 43760, 45617, 47564, 50761, 53079, 54834, 57234, 59421, 0, 
0, 0, 174, 684, 1301, 1598, 2307, 3136, 4070, 5262, 6300, 7188, 8602, 9883, 11733, 12744, 14986, 16559, 18180, 20108, 22361, 24414, 26602, 28594, 31094, 34252, 36793, 39316, 42670, 45473, 48803, 52094, 54998, 58690, 62229, 65596, 69581, 72845, 75877, 79959, 83652, 87586, 92803, 97636, 102453, 107192, 110079, 115330, 120262, 125176, 0, 
0, 124, 0, 165, 0, 0, 123, 82, 82, 99, 124, 248, 70, 124, 70, 227, 179, 99, 99, 186, 182, 154, 186, 186, 691, 398, 301, 441, 200, 311, 408, 318, 737, 726, 802, 334, 502, 746, 805, 765, 390, 508, 574, 893, 571, 513, 1135, 582, 596, 922, 0, 
0, 220, 326, 710, 1401, 2287, 2721, 3517, 4080, 5203, 6096, 7415, 8819, 10378, 11400, 13318, 14617, 16519, 18893, 20708, 22720, 25090, 27715, 30518, 32466, 34849, 37644, 40791, 43460, 45940, 49702, 52798, 55477, 59654, 62411, 66140, 70605, 73556, 77523, 82654, 87507, 90505, 94400, 99532, 103664, 108988, 114034, 117366, 123361, 129766, 0, 
0, 0, 99, 62, 65, 83, 164, 81, 318, 235, 329, 649, 247, 236, 248, 326, 740, 474, 473, 390, 390, 515, 514, 579, 579, 1075, 643, 603, 1173, 1178, 1076, 1215, 843, 1276, 1324, 903, 1399, 1345, 915, 1384, 1427, 1401, 1482, 1244, 1635, 1524, 1997, 1624, 1637, 2095, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 99, 0, 52, 0, 0, 0, 0, 101, 130, 529, 98, 537, 220, 301, 227, 226, 308, 556, 104, 185, 319, 347, 271, 325, 392, 244, 244, 310, 385, 406, 723, 412, 730, 418, 500, 418, 417, 479, 498, 513, 831, 518, 397, 760, 528, 869, 860, 0, 
